Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
3,27-04-2012,394616.11,0,73.39,3.814,225.1243526,6.664
3,04-05-2012,439913.57,0,79.51,3.749,225.1797511,6.664
3,11-05-2012,431985.36,0,75.19,3.688,225.2351496,6.664
3,18-05-2012,418112.76,0,72.38,3.63,225.2512024,6.664
3,25-05-2012,413701.29,0,78.58,3.561,225.2515168,6.664
3,01-06-2012,432268.53,0,81.55,3.501,225.2518313,6.664
3,08-06-2012,446336.8,0,81.65,3.452,225.2521458,6.664
3,15-06-2012,442074.79,0,84.66,3.393,225.2644795,6.664
3,22-06-2012,419497.95,0,82.7,3.346,225.3068615,6.664
3,29-06-2012,422965.33,0,86.42,3.286,225.3492435,6.664
3,06-07-2012,411206.5,0,83.14,3.227,225.3916254,6.334
3,13-07-2012,416913.1,0,82.28,3.256,225.4340074,6.334
3,20-07-2012,432424.85,0,81.38,3.311,225.4438827,6.334
3,27-07-2012,389427.9,0,84.94,3.407,225.4537579,6.334
3,03-08-2012,419990.29,0,86.55,3.417,225.4636332,6.334
3,10-08-2012,391811.6,0,85.85,3.494,225.4735085,6.334
3,17-08-2012,394918.83,0,87.36,3.571,225.5558664,6.334
3,24-08-2012,412449.67,0,83.01,3.62,225.6925864,6.334
3,31-08-2012,408838.73,0,85.18,3.638,225.8293063,6.334
3,07-09-2012,408229.73,1,84.99,3.73,225.9660263,6.334
3,14-09-2012,407589.16,0,78.36,3.717,226.1122067,6.334
3,21-09-2012,414392.09,0,72.78,3.721,226.3151496,6.334
3,28-09-2012,389813.02,0,77.46,3.666,226.5180926,6.334
3,05-10-2012,443557.65,0,72.74,3.617,226.7210356,6.034
3,12-10-2012,410804.39,0,70.31,3.601,226.9239785,6.034
3,19-10-2012,424513.08,0,73.44,3.594,226.9688442,6.034
3,26-10-2012,405432.7,0,74.66,3.506,226.9873637,6.034
4,06-01-2012,2047766.07,0,38.64,3.158,130.1575161,4.607
4,13-01-2012,1941676.61,0,34.41,3.263,130.244,4.607
4,20-01-2012,2005097.76,0,42.09,3.273,130.2792258,4.607
4,27-01-2012,1928720.51,0,40.31,3.29,130.3144516,4.607
4,03-02-2012,2173373.91,0,41.81,3.354,130.3496774,4.607
4,10-02-2012,2374660.64,1,33,3.411,130.3849032,4.607
4,17-02-2012,2427640.17,0,34.19,3.493,130.4546207,4.607
4,24-02-2012,2226662.17,0,41.31,3.541,130.5502069,4.607
4,02-03-2012,2206319.9,0,50.38,3.619,130.6457931,4.607
4,09-03-2012,2202450.81,0,53.63,3.667,130.7413793,4.607
4,16-03-2012,2214967.44,0,59.81,3.707,130.8261935,4.607
4,23-03-2012,2091592.54,0,59.07,3.759,130.8966452,4.607
4,30-03-2012,2089381.77,0,72.63,3.82,130.9670968,4.607
4,06-04-2012,2470206.13,0,67.69,3.864,131.0375484,4.308
4,13-04-2012,2105301.39,0,68.69,3.881,131.108,4.308
4,20-04-2012,2144336.89,0,68.6,3.864,131.1173333,4.308
4,27-04-2012,2064065.66,0,76.47,3.81,131.1266667,4.308
4,04-05-2012,2196968.33,0,80.14,3.747,131.136,4.308
4,11-05-2012,2127661.17,0,67.64,3.685,131.1453333,4.308
4,18-05-2012,2207214.81,0,68.43,3.62,131.0983226,4.308
4,25-05-2012,2154137.67,0,77.47,3.551,131.0287742,4.308
4,01-06-2012,2179360.94,0,77.41,3.483,130.9592258,4.308
4,08-06-2012,2245257.18,0,78.11,3.433,130.8896774,4.308
4,15-06-2012,2234190.93,0,80.94,3.372,130.8295333,4.308
4,22-06-2012,2197299.65,0,81.63,3.329,130.7929,4.308
4,29-06-2012,2128362.92,0,84.23,3.257,130.7562667,4.308
4,06-07-2012,2224499.28,0,80.37,3.187,130.7196333,4.077
4,13-07-2012,2100252.61,0,76.86,3.224,130.683,4.077
4,20-07-2012,2175563.69,0,79.14,3.263,130.7012903,4.077
4,27-07-2012,2048613.65,0,81.06,3.356,130.7195806,4.077
4,03-08-2012,2174514.13,0,83.86,3.374,130.737871,4.077
4,10-08-2012,2193367.69,0,83.21,3.476,130.7561613,4.077
4,17-08-2012,2283540.3,0,81.41,3.552,130.7909677,4.077
4,24-08-2012,2125241.68,0,75.76,3.61,130.8381613,4.077
4,31-08-2012,2081181.35,0,76.47,3.646,130.8853548,4.077
4,07-09-2012,2125104.72,1,82.09,3.709,130.9325484,4.077
4,14-09-2012,2117854.6,0,68.2,3.706,130.9776667,4.077
4,21-09-2012,2119438.53,0,68.97,3.721,131.0103333,4.077
4,28-09-2012,2027620.23,0,71.74,3.666,131.043,4.077
4,05-10-2012,2209835.43,0,63.07,3.62,131.0756667,3.879
4,12-10-2012,2133026.07,0,57.11,3.603,131.1083333,3.879
4,19-10-2012,2097266.85,0,64.46,3.61,131.1499677,3.879
4,26-10-2012,2149594.46,0,63.64,3.514,131.1930968,3.879
5,06-01-2012,312078.71,0,50.21,3.157,220.2969205,5.943
5,13-01-2012,291454.52,0,48.86,3.261,220.4760185,5.943
5,20-01-2012,287523.98,0,54.65,3.268,220.5694104,5.943
5,27-01-2012,295974.22,0,54.63,3.29,220.6628023,5.943
5,03-02-2012,333948,0,57.35,3.36,220.7561941,5.943
5,10-02-2012,349239.88,1,48.57,3.409,220.849586,5.943
5,17-02-2012,356427.98,0,48.25,3.51,221.0106341,5.943
5,24-02-2012,312220.47,0,57.75,3.555,221.2224243,5.943
5,02-03-2012,359206.21,0,60.66,3.63,221.4342146,5.943
5,09-03-2012,347295.6,0,57.69,3.669,221.6460048,5.943
5,16-03-2012,339392.54,0,63.55,3.734,221.7989713,5.943
5,23-03-2012,321299.99,0,64.44,3.787,221.8735063,5.943
5,30-03-2012,331318.73,0,67.76,3.845,221.9480412,5.943
5,06-04-2012,402985.7,0,70.4,3.891,222.0225762,5.801
5,13-04-2012,351832.03,0,70.56,3.891,222.0971111,5.801
5,20-04-2012,330063.06,0,67.33,3.877,222.1512315,5.801
5,27-04-2012,324839.74,0,68.96,3.814,222.2053519,5.801
5,04-05-2012,360932.69,0,77.1,3.749,222.2594722,5.801
5,11-05-2012,333870.52,0,73.45,3.688,222.3135926,5.801
5,18-05-2012,336189.66,0,70.45,3.63,222.330443,5.801
5,25-05-2012,341994.48,0,78.23,3.561,222.3323853,5.801
5,01-06-2012,359867.8,0,79.72,3.501,222.3343277,5.801
5,08-06-2012,341704.59,0,81.02,3.452,222.33627,5.801
5,15-06-2012,327383.64,0,81.64,3.393,222.3492901,5.801
5,22-06-2012,325041.68,0,80.57,3.346,222.3900046,5.801
5,29-06-2012,329658.1,0,87.08,3.286,222.4307191,5.801
5,06-07-2012,341214.43,0,82.35,3.227,222.4714336,5.603
5,13-07-2012,316203.64,0,80.78,3.256,222.5121481,5.603
5,20-07-2012,321205.12,0,81.05,3.311,222.5209358,5.603
5,27-07-2012,306827.36,0,85.06,3.407,222.5297234,5.603
5,03-08-2012,324195.17,0,86.91,3.417,222.5385111,5.603
5,10-08-2012,306759.7,0,86.96,3.494,222.5472987,5.603
5,17-08-2012,314014.18,0,87.52,3.571,222.6276753,5.603
5,24-08-2012,320831.36,0,79.45,3.62,222.7617437,5.603
5,31-08-2012,344642.01,0,84.25,3.638,222.8958121,5.603
5,07-09-2012,350648.91,1,86.3,3.73,223.0298805,5.603
5,14-09-2012,299800.67,0,76.65,3.717,223.1734167,5.603
5,21-09-2012,307306.76,0,71.09,3.721,223.3737593,5.603
5,28-09-2012,310141.68,0,78.33,3.666,223.5741019,5.603
5,05-10-2012,343048.29,0,71.17,3.617,223.7744444,5.422
5,12-10-2012,325345.41,0,66.24,3.601,223.974787,5.422
5,19-10-2012,313358.15,0,69.17,3.594,224.0192873,5.422
5,26-10-2012,319550.77,0,71.7,3.506,224.0378139,5.422
6,06-01-2012,1395339.71,0,50.82,3.157,221.3088023,6.132
6,13-01-2012,1344243.17,0,48.33,3.261,221.4893412,6.132
6,20-01-2012,1326255.7,0,55.37,3.268,221.5831306,6.132
6,27-01-2012,1315610.66,0,53.95,3.29,221.6769199,6.132
6,03-02-2012,1496305.78,0,57.45,3.36,221.7707093,6.132
6,10-02-2012,1620603.92,1,48.58,3.409,221.8644987,6.132
6,17-02-2012,1632616.09,0,49.03,3.51,222.026359,6.132
6,24-02-2012,1465187.71,0,59.17,3.555,222.2392726,6.132
6,02-03-2012,1550385.65,0,60.32,3.63,222.4521862,6.132
6,09-03-2012,1569304.4,0,57.89,3.669,222.6650998,6.132
6,16-03-2012,1748010.29,0,62.8,3.734,222.8186603,6.132
6,23-03-2012,1495143.62,0,63.71,3.787,222.8930835,6.132
6,30-03-2012,1508933.26,0,67.91,3.845,222.9675066,6.132
6,06-04-2012,1840131.19,0,71.6,3.891,223.0419298,5.964
6,13-04-2012,1616394.45,0,71.29,3.891,223.1163529,5.964
6,20-04-2012,1456073.24,0,68.64,3.877,223.17092,5.964
6,27-04-2012,1456221.1,0,71.5,3.814,223.2254871,5.964
6,04-05-2012,1543461.12,0,77.66,3.749,223.2800541,5.964
6,11-05-2012,1517075.67,0,72.66,3.688,223.3346212,5.964
6,18-05-2012,1513635.64,0,70.5,3.63,223.3511928,5.964
6,25-05-2012,1603793.42,0,78.47,3.561,223.3525662,5.964
6,01-06-2012,1681121.38,0,80.39,3.501,223.3539397,5.964
6,08-06-2012,1696619.52,0,80.5,3.452,223.3553131,5.964
6,15-06-2012,1642247.48,0,82.1,3.393,223.3680933,5.964
6,22-06-2012,1618272.25,0,81.2,3.346,223.4093906,5.964
6,29-06-2012,1648863.46,0,87.35,3.286,223.4506878,5.964
6,06-07-2012,1876359.39,0,82.95,3.227,223.4919851,5.668
6,13-07-2012,1588142.26,0,80.27,3.256,223.5332824,5.668
6,20-07-2012,1574361.97,0,81.57,3.311,223.5424501,5.668
6,27-07-2012,1513229.16,0,85.78,3.407,223.5516178,5.668
6,03-08-2012,1627274.93,0,87.55,3.417,223.5607856,5.668
6,10-08-2012,1588380.73,0,87.04,3.494,223.5699533,5.668
6,17-08-2012,1543049.52,0,87.53,3.571,223.6510224,5.668
6,24-08-2012,1501095.49,0,79.03,3.62,223.7860175,5.668
6,31-08-2012,1577439.81,0,83.58,3.638,223.9210125,5.668
6,07-09-2012,1608077.01,1,86.33,3.73,224.0560076,5.668
6,14-09-2012,1375166.86,0,76.41,3.717,224.2004678,5.668
6,21-09-2012,1425603.65,0,70.81,3.721,224.4017192,5.668
6,28-09-2012,1369131.46,0,77.82,3.666,224.6029706,5.668
6,05-10-2012,1518177.71,0,70.84,3.617,224.804222,5.329
6,12-10-2012,1459396.84,0,65.43,3.601,225.0054733,5.329
6,19-10-2012,1436883.99,0,69.68,3.594,225.0501013,5.329
6,26-10-2012,1431426.34,0,72.34,3.506,225.0686254,5.329
7,06-01-2012,713117.66,0,18.67,3.095,196.5458309,8.256
7,13-01-2012,593875.46,0,7.46,3.077,196.7330517,8.256
7,20-01-2012,578002.85,0,27.41,3.055,196.7796652,8.256
7,27-01-2012,541037.98,0,26.9,3.038,196.8262786,8.256
7,03-02-2012,580453.32,0,22.2,3.031,196.8728921,8.256
7,10-02-2012,563460.77,1,18.79,3.103,196.9195056,8.256
7,17-02-2012,620908.18,0,27.03,3.113,196.9432711,8.256
7,24-02-2012,603041.14,0,24.41,3.129,196.9499007,8.256
7,02-03-2012,551058.13,0,21.64,3.191,196.9565303,8.256
7,09-03-2012,579166.5,0,30.1,3.286,196.9631599,8.256
7,16-03-2012,669205.73,0,37.29,3.486,197.0457208,8.256
7,23-03-2012,615997.29,0,35.06,3.664,197.2295234,8.256
7,30-03-2012,583322.2,0,44.99,3.75,197.4133259,8.256
7,06-04-2012,621425.98,0,44.29,3.854,197.5971285,8.09
7,13-04-2012,517420.23,0,41.43,3.901,197.780931,8.09
7,20-04-2012,457340.06,0,39.3,3.936,197.7227385,8.09
7,27-04-2012,467827.75,0,51.49,3.927,197.664546,8.09
7,04-05-2012,465198.89,0,45.38,3.903,197.6063534,8.09
7,11-05-2012,460397.41,0,48.54,3.87,197.5481609,8.09
7,18-05-2012,468428.3,0,49.41,3.837,197.5553137,8.09
7,25-05-2012,532739.77,0,50.6,3.804,197.5886046,8.09
7,01-06-2012,598495.02,0,55.06,3.764,197.6218954,8.09
7,08-06-2012,642963.75,0,63.07,3.741,197.6551863,8.09
7,15-06-2012,666942.02,0,59.33,3.723,197.692292,8.09
7,22-06-2012,687344.68,0,63.69,3.735,197.7389345,8.09
7,29-06-2012,704335.41,0,68.84,3.693,197.785577,8.09
7,06-07-2012,805642.61,0,64.67,3.646,197.8322195,7.872
7,13-07-2012,694150.89,0,64.21,3.613,197.8788621,7.872
7,20-07-2012,686345.69,0,62.87,3.585,197.9290378,7.872
7,27-07-2012,686365.4,0,64.6,3.57,197.9792136,7.872
7,03-08-2012,680954.81,0,61.83,3.528,198.0293893,7.872
7,10-08-2012,675926.3,0,63.41,3.509,198.0795651,7.872
7,17-08-2012,642450.4,0,59.66,3.545,198.1001057,7.872
7,24-08-2012,609099.37,0,59.27,3.558,198.0984199,7.872
7,31-08-2012,586467.16,0,60.46,3.556,198.0967341,7.872
7,07-09-2012,597876.55,1,57.84,3.596,198.0950484,7.872
7,14-09-2012,541120.2,0,53.66,3.659,198.1267184,7.872
7,21-09-2012,530842.25,0,51.77,3.765,198.358523,7.872
7,28-09-2012,525545.76,0,50.64,3.789,198.5903276,7.872
7,05-10-2012,505830.56,0,48.43,3.779,198.8221322,7.557
7,12-10-2012,503463.93,0,41.43,3.76,199.0539368,7.557
7,19-10-2012,516424.83,0,43.01,3.75,199.1481963,7.557
7,26-10-2012,495543.28,0,42.53,3.686,199.2195317,7.557
8,06-01-2012,872113.23,0,43.47,3.157,223.2409668,5.825
8,13-01-2012,817661.76,0,36.46,3.261,223.4242571,5.825
8,20-01-2012,813954.82,0,46.81,3.268,223.5188055,5.825
8,27-01-2012,778178.53,0,45.52,3.29,223.6133539,5.825
8,03-02-2012,927610.69,0,45.56,3.36,223.7079023,5.825
8,10-02-2012,1021400.42,1,35.71,3.409,223.8024507,5.825
8,17-02-2012,1096232.89,0,37.51,3.51,223.9658621,5.825
8,24-02-2012,928537.54,0,46.33,3.555,224.1809207,5.825
8,02-03-2012,952264.91,0,50.95,3.63,224.3959793,5.825
8,09-03-2012,960115.56,0,49.59,3.669,224.6110379,5.825
8,16-03-2012,921178.39,0,56.63,3.734,224.7657327,5.825
8,23-03-2012,874223.25,0,52.9,3.787,224.8399424,5.825
8,30-03-2012,905935.29,0,66.69,3.845,224.9141521,5.825
8,06-04-2012,1046816.59,0,62.18,3.891,224.9883618,5.679
8,13-04-2012,909989.45,0,65.19,3.891,225.0625714,5.679
8,20-04-2012,872288.46,0,63.59,3.877,225.1179914,5.679
8,27-04-2012,879448.25,0,70.34,3.814,225.1734114,5.679
8,04-05-2012,937232.09,0,73.96,3.749,225.2288314,5.679
8,11-05-2012,920128.89,0,64.96,3.688,225.2842514,5.679
8,18-05-2012,913922.01,0,64.16,3.63,225.3002908,5.679
8,25-05-2012,895157.44,0,76.11,3.561,225.3005779,5.679
8,01-06-2012,921161.2,0,78.31,3.501,225.300865,5.679
8,08-06-2012,928820,0,74.28,3.452,225.3011521,5.679
8,15-06-2012,916918.7,0,77.14,3.393,225.3134743,5.679
8,22-06-2012,899449.65,0,78.85,3.346,225.3558843,5.679
8,29-06-2012,878298.22,0,84.47,3.286,225.3982943,5.679
8,06-07-2012,936205.5,0,81.24,3.227,225.4407043,5.401
8,13-07-2012,890488.01,0,78.46,3.256,225.4831143,5.401
8,20-07-2012,888834.07,0,79.94,3.311,225.4930078,5.401
8,27-07-2012,838227.52,0,81.71,3.407,225.5029014,5.401
8,03-08-2012,897076.73,0,85.06,3.417,225.5127949,5.401
8,10-08-2012,930745.69,0,83.74,3.494,225.5226885,5.401
8,17-08-2012,896613.19,0,81.21,3.571,225.6050797,5.401
8,24-08-2012,936373.65,0,73.77,3.62,225.7418442,5.401
8,31-08-2012,976137.73,0,75.33,3.638,225.8786088,5.401
8,07-09-2012,932160.37,1,80.87,3.73,226.0153733,5.401
8,14-09-2012,883569.38,0,67.21,3.717,226.1615981,5.401
8,21-09-2012,857796.45,0,66.96,3.721,226.3645848,5.401
8,28-09-2012,884724.41,0,71.1,3.666,226.5675714,5.401
8,05-10-2012,976436.02,0,61.41,3.617,226.7705581,5.124
8,12-10-2012,927511.99,0,55.03,3.601,226.9735448,5.124
8,19-10-2012,900309.75,0,62.99,3.594,227.0184166,5.124
8,26-10-2012,891671.44,0,64.74,3.506,227.0369359,5.124
9,06-01-2012,519585.67,0,47.54,3.157,223.4332408,5.667
9,13-01-2012,474964.6,0,42.44,3.261,223.6168049,5.667
9,20-01-2012,480130.04,0,51.56,3.268,223.7114288,5.667
9,27-01-2012,482451.21,0,49.38,3.29,223.8060527,5.667
9,03-02-2012,549967.89,0,54.43,3.36,223.9006766,5.667
9,10-02-2012,609736.12,1,44.03,3.409,223.9953006,5.667
9,17-02-2012,658965.05,0,43.81,3.51,224.1588663,5.667
9,24-02-2012,563578.79,0,53.67,3.555,224.3741384,5.667
9,02-03-2012,619498.28,0,57.2,3.63,224.5894104,5.667
9,09-03-2012,574955.95,0,54.03,3.669,224.8046825,5.667
9,16-03-2012,550373.57,0,59.94,3.734,224.9594902,5.667
9,23-03-2012,550791.32,0,58.79,3.787,225.0336786,5.667
9,30-03-2012,574985.37,0,67.87,3.845,225.107867,5.667
9,06-04-2012,677885.99,0,68.83,3.891,225.1820555,5.539
9,13-04-2012,578539.86,0,69.19,3.891,225.2562439,5.539
9,20-04-2012,542819.03,0,68.04,3.877,225.3117488,5.539
9,27-04-2012,550414.99,0,73.07,3.814,225.3672537,5.539
9,04-05-2012,586289.08,0,78.98,3.749,225.4227585,5.539
9,11-05-2012,592572.3,0,70.94,3.688,225.4782634,5.539
9,18-05-2012,571463.93,0,69.52,3.63,225.4942498,5.539
9,25-05-2012,547226,0,79.69,3.561,225.4944288,5.539
9,01-06-2012,583648.59,0,80.26,3.501,225.4946078,5.539
9,08-06-2012,582525.42,0,78.91,3.452,225.4947868,5.539
9,15-06-2012,564606.1,0,82.21,3.393,225.5070634,5.539
9,22-06-2012,562173.12,0,81.05,3.346,225.5495841,5.539
9,29-06-2012,544770.7,0,87.18,3.286,225.5921049,5.539
9,06-07-2012,578790.36,0,84.15,3.227,225.6346256,5.277
9,13-07-2012,536537.64,0,82.39,3.256,225.6771463,5.277
9,20-07-2012,513991.57,0,83.39,3.311,225.6871121,5.277
9,27-07-2012,495951,0,86.41,3.407,225.6970779,5.277
9,03-08-2012,533887.54,0,90.23,3.417,225.7070437,5.277
9,10-08-2012,538713.47,0,88.66,3.494,225.7170094,5.277
9,17-08-2012,535153.47,0,86.37,3.571,225.7995323,5.277
9,24-08-2012,572887.78,0,77.9,3.62,225.9364729,5.277
9,31-08-2012,576879.15,0,80.71,3.638,226.0734135,5.277
9,07-09-2012,565812.29,1,87.93,3.73,226.2103541,5.277
9,14-09-2012,523427.35,0,73.55,3.717,226.3567545,5.277
9,21-09-2012,533756.88,0,69.92,3.721,226.5599138,5.277
9,28-09-2012,516361.06,0,76.8,3.666,226.7630732,5.277
9,05-10-2012,606755.3,0,66.61,3.617,226.9662325,4.954
9,12-10-2012,558464.8,0,60.09,3.601,227.1693919,4.954
9,19-10-2012,542009.46,0,68.01,3.594,227.214288,4.954
9,26-10-2012,549731.49,0,69.52,3.506,227.2328068,4.954
10,06-01-2012,1683401.78,0,59.85,3.443,130.1575161,7.545
10,13-01-2012,1711562.73,0,51,3.477,130.244,7.545
10,20-01-2012,1675562.94,0,54.51,3.66,130.2792258,7.545
10,27-01-2012,1632406,0,53.59,3.675,130.3144516,7.545
10,03-02-2012,1867403.01,0,56.85,3.543,130.3496774,7.545
10,10-02-2012,2218595.8,1,55.73,3.722,130.3849032,7.545
10,17-02-2012,2168709.76,0,54.12,3.781,130.4546207,7.545
10,24-02-2012,2039415.74,0,56.02,3.95,130.5502069,7.545
10,02-03-2012,1990371.02,0,57.62,3.882,130.6457931,7.545
10,09-03-2012,1917483.1,0,57.65,3.963,130.7413793,7.545
10,16-03-2012,1930814.66,0,62.11,4.273,130.8261935,7.545
10,23-03-2012,1837457.69,0,56.54,4.288,130.8966452,7.545
10,30-03-2012,1815760.42,0,67.92,4.294,130.9670968,7.545
10,06-04-2012,2163384.17,0,65.99,4.282,131.0375484,7.382
10,13-04-2012,1974687.51,0,70.28,4.254,131.108,7.382
10,20-04-2012,1777166.53,0,67.75,4.111,131.1173333,7.382
10,27-04-2012,1712987.56,0,80.11,4.088,131.1266667,7.382
10,04-05-2012,1821364.42,0,77.02,4.058,131.136,7.382
