Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
2,16-04-2010,1874957.94,0,68.07,2.808,210.1495463,8.2
2,23-04-2010,1821990.93,0,65.11,2.795,210.1000648,8.2
2,30-04-2010,1802450.29,0,66.98,2.78,210.0505833,8.2
2,07-05-2010,2042581.71,0,71.28,2.835,210.0011018,8.2
2,14-05-2010,1880752.36,0,73.31,2.854,209.9984585,8.2
2,21-05-2010,1896937.1,0,74.83,2.826,210.2768443,8.2
2,28-05-2010,1957113.89,0,81.13,2.759,210.5552301,8.2
2,04-06-2010,2102539.93,0,81.81,2.705,210.833616,8.2
2,11-06-2010,2025538.76,0,83.4,2.668,211.1120018,8.2
2,18-06-2010,2001636.96,0,85.81,2.637,211.1096543,8.2
2,25-06-2010,1939927.09,0,86.26,2.653,210.9950134,8.2
2,02-07-2010,2003940.64,0,82.74,2.669,210.8803726,8.099
2,09-07-2010,1880902.62,0,82.59,2.642,210.7657317,8.099
2,16-07-2010,1845879.79,0,85.32,2.623,210.7577954,8.099
2,23-07-2010,1781717.71,0,87.66,2.608,210.8921319,8.099
2,30-07-2010,1804246.16,0,83.49,2.64,211.0264684,8.099
2,06-08-2010,1991909.98,0,89.53,2.627,211.1608049,8.099
2,13-08-2010,1895601.05,0,89.05,2.692,211.2951413,8.099
2,20-08-2010,1964335.23,0,88.7,2.664,211.2596586,8.099
2,27-08-2010,1863840.49,0,87.12,2.619,211.2241759,8.099
2,03-09-2010,1904608.09,0,81.83,2.577,211.1886931,8.099
2,10-09-2010,1839128.83,1,79.09,2.565,211.1532104,8.099
2,17-09-2010,1793903.6,0,82.05,2.582,211.1806415,8.099
2,24-09-2010,1724557.22,0,81.79,2.624,211.2552578,8.099
2,01-10-2010,1827440.43,0,69.24,2.603,211.3298742,8.163
2,08-10-2010,1849921.44,0,63.19,2.633,211.4044906,8.163
2,15-10-2010,1794355.49,0,65.8,2.72,211.4713286,8.163
2,22-10-2010,1737947.64,0,68.5,2.725,211.5187208,8.163
2,29-10-2010,1802755.11,0,66.24,2.716,211.5661131,8.163
2,05-11-2010,1939061.41,0,57.85,2.689,211.6135053,8.163
2,12-11-2010,1916812.74,0,59.69,2.728,211.6608975,8.163
2,19-11-2010,1956739.17,0,50.81,2.771,211.5470304,8.163
2,26-11-2010,2658725.29,1,62.98,2.735,211.4062867,8.163
2,03-12-2010,2015781.27,0,49.33,2.708,211.265543,8.163
2,10-12-2010,2378726.55,0,45.5,2.843,211.1247993,8.163
2,17-12-2010,2609166.75,0,47.55,2.869,211.0645458,8.163
2,24-12-2010,3436007.68,0,49.97,2.886,211.0646599,8.163
2,31-12-2010,1750434.55,1,47.3,2.943,211.064774,8.163
3,05-02-2010,461622.22,0,45.71,2.572,214.4248812,7.368
3,12-02-2010,420728.96,1,47.93,2.548,214.5747916,7.368
3,19-02-2010,421642.19,0,47.07,2.514,214.6198868,7.368
3,26-02-2010,407204.86,0,52.05,2.561,214.6475127,7.368
3,05-03-2010,415202.04,0,53.04,2.625,214.6751386,7.368
3,12-03-2010,384200.69,0,63.08,2.667,214.7027646,7.368
3,19-03-2010,375328.59,0,60.42,2.72,214.5301219,7.368
3,26-03-2010,359949.27,0,57.06,2.732,214.3241011,7.368
3,02-04-2010,423294.4,0,65.56,2.719,214.1180803,7.343
3,09-04-2010,415870.28,0,68,2.77,213.9120595,7.343
3,16-04-2010,354993.26,0,66.98,2.808,213.7726889,7.343
3,23-04-2010,339976.65,0,67.87,2.795,213.7221852,7.343
3,30-04-2010,361248.39,0,70.24,2.78,213.6716815,7.343
3,07-05-2010,399323.86,0,73.47,2.835,213.6211778,7.343
3,14-05-2010,384357.94,0,77.18,2.854,213.6196139,7.343
3,21-05-2010,343763.17,0,75.81,2.826,213.9116886,7.343
3,28-05-2010,350089.23,0,78.6,2.759,214.2037634,7.343
3,04-06-2010,396968.8,0,78.53,2.705,214.4958382,7.343
3,11-06-2010,355017.09,0,82.1,2.668,214.787913,7.343
3,18-06-2010,364076.85,0,83.52,2.637,214.7858259,7.343
3,25-06-2010,357346.48,0,83.79,2.653,214.6660741,7.343
3,02-07-2010,381151.72,0,82.2,2.669,214.5463222,7.346
3,09-07-2010,349214.18,0,81.75,2.642,214.4265704,7.346
3,16-07-2010,352728.78,0,84.32,2.623,214.4176476,7.346
3,23-07-2010,352864.49,0,83.32,2.608,214.5564968,7.346
3,30-07-2010,347955.05,0,82.04,2.64,214.695346,7.346
3,06-08-2010,402635.76,0,85.13,2.627,214.8341952,7.346
3,13-08-2010,339597.38,0,86.74,2.692,214.9730444,7.346
3,20-08-2010,351728.21,0,88.02,2.664,214.9314191,7.346
3,27-08-2010,362134.09,0,86.15,2.619,214.8897938,7.346
3,03-09-2010,366473.97,0,84.16,2.577,214.8481685,7.346
3,10-09-2010,352260.97,1,80.84,2.565,214.8065431,7.346
3,17-09-2010,363064.64,0,82.36,2.582,214.8322484,7.346
3,24-09-2010,355626.87,0,76.9,2.624,214.9084516,7.346
3,01-10-2010,358784.1,0,73.6,2.603,214.9846548,7.564
3,08-10-2010,395107.35,0,66.99,2.633,215.060858,7.564
3,15-10-2010,345584.39,0,69.71,2.72,215.1293114,7.564
3,22-10-2010,348895.98,0,71.64,2.725,215.17839,7.564
3,29-10-2010,348591.74,0,72.04,2.716,215.2274686,7.564
3,05-11-2010,423175.56,0,62.94,2.689,215.2765472,7.564
3,12-11-2010,386635.03,0,62.79,2.728,215.3256258,7.564
3,19-11-2010,372545.32,0,57.72,2.771,215.2074519,7.564
3,26-11-2010,565567.84,1,68.71,2.735,215.0614025,7.564
3,03-12-2010,476420.77,0,53.76,2.708,214.9153531,7.564
3,10-12-2010,467642.03,0,51.13,2.843,214.7693037,7.564
3,17-12-2010,498159.39,0,52.2,2.869,214.704919,7.564
3,24-12-2010,605990.41,0,57.16,2.886,214.7017828,7.564
3,31-12-2010,382677.76,1,53.2,2.943,214.6986466,7.564
4,05-02-2010,2135143.87,0,43.76,2.598,126.4420645,8.623
4,12-02-2010,2188307.39,1,28.84,2.573,126.4962581,8.623
4,19-02-2010,2049860.26,0,36.45,2.54,126.5262857,8.623
4,26-02-2010,1925728.84,0,41.36,2.59,126.5522857,8.623
4,05-03-2010,1971057.44,0,43.49,2.654,126.5782857,8.623
4,12-03-2010,1894324.09,0,49.63,2.704,126.6042857,8.623
4,19-03-2010,1897429.36,0,55.19,2.743,126.6066452,8.623
4,26-03-2010,1762539.3,0,39.91,2.752,126.6050645,8.623
4,02-04-2010,1979247.12,0,48.77,2.74,126.6034839,7.896
4,09-04-2010,1818452.72,0,54.16,2.773,126.6019032,7.896
4,16-04-2010,1851519.69,0,56.23,2.81,126.5621,7.896
4,23-04-2010,1802677.9,0,56.87,2.805,126.4713333,7.896
4,30-04-2010,1817273.28,0,53.04,2.787,126.3805667,7.896
4,07-05-2010,2000626.14,0,56.77,2.836,126.2898,7.896
4,14-05-2010,1875597.28,0,62.35,2.845,126.2085484,7.896
4,21-05-2010,1903752.6,0,67.4,2.82,126.1843871,7.896
4,28-05-2010,1857533.7,0,67.73,2.756,126.1602258,7.896
4,04-06-2010,1903290.58,0,70.83,2.701,126.1360645,7.896
4,11-06-2010,1870619.23,0,78.45,2.668,126.1119032,7.896
4,18-06-2010,1929736.35,0,81.53,2.635,126.114,7.896
4,25-06-2010,1846651.95,0,81.1,2.654,126.1266,7.896
4,02-07-2010,1881337.21,0,73.66,2.668,126.1392,7.372
4,09-07-2010,1812208.22,0,80.35,2.637,126.1518,7.372
4,16-07-2010,1898427.66,0,78.53,2.621,126.1498065,7.372
4,23-07-2010,1848426.78,0,79.78,2.612,126.1283548,7.372
4,30-07-2010,1796637.61,0,80.7,2.65,126.1069032,7.372
4,06-08-2010,1907638.58,0,76.53,2.64,126.0854516,7.372
4,13-08-2010,2007050.75,0,78.08,2.698,126.064,7.372
4,20-08-2010,1997181.09,0,78.83,2.671,126.0766452,7.372
4,27-08-2010,1848403.92,0,74.44,2.621,126.0892903,7.372
4,03-09-2010,1935857.58,0,76.8,2.584,126.1019355,7.372
4,10-09-2010,1865820.81,1,73.54,2.574,126.1145806,7.372
4,17-09-2010,1899959.61,0,64.91,2.594,126.1454667,7.372
4,24-09-2010,1810684.68,0,60.96,2.642,126.1900333,7.372
4,01-10-2010,1842821.02,0,63.96,2.619,126.2346,7.127
4,08-10-2010,1951494.85,0,67.73,2.645,126.2791667,7.127
4,15-10-2010,1867345.09,0,62.03,2.732,126.3266774,7.127
4,22-10-2010,1927610.06,0,64.17,2.736,126.3815484,7.127
4,29-10-2010,1933333,0,56.94,2.718,126.4364194,7.127
4,05-11-2010,2013115.79,0,51.6,2.699,126.4912903,7.127
4,12-11-2010,1999794.26,0,52.65,2.741,126.5461613,7.127
4,19-11-2010,2097809.4,0,48.05,2.78,126.6072,7.127
4,26-11-2010,2789469.45,1,48.08,2.752,126.6692667,7.127
4,03-12-2010,2102530.17,0,46.4,2.727,126.7313333,7.127
4,10-12-2010,2302504.86,0,42.4,2.86,126.7934,7.127
4,17-12-2010,2740057.14,0,46.57,2.884,126.8794839,7.127
4,24-12-2010,3526713.39,0,43.21,2.887,126.9835806,7.127
4,31-12-2010,1794868.74,1,38.09,2.955,127.0876774,7.127
5,05-02-2010,317173.1,0,39.7,2.572,211.6539716,6.566
5,12-02-2010,311825.7,1,39.81,2.548,211.8004698,6.566
5,19-02-2010,303447.57,0,41.14,2.514,211.8471283,6.566
5,26-02-2010,270281.63,0,46.7,2.561,211.8771468,6.566
5,05-03-2010,288855.71,0,48.89,2.625,211.9071653,6.566
5,12-03-2010,297293.59,0,58.5,2.667,211.9371839,6.566
5,19-03-2010,281706.41,0,55.46,2.72,211.770897,6.566
5,26-03-2010,273282.97,0,52.47,2.732,211.5718925,6.566
5,02-04-2010,331406,0,63.18,2.719,211.372888,6.465
5,09-04-2010,328020.49,0,65.19,2.77,211.1738835,6.465
5,16-04-2010,306858.69,0,65.3,2.808,211.0388528,6.465
5,23-04-2010,288839.73,0,65.13,2.795,210.9891204,6.465
5,30-04-2010,298697.84,0,67.53,2.78,210.939388,6.465
5,07-05-2010,333522.6,0,71.53,2.835,210.8896556,6.465
5,14-05-2010,296673.77,0,74.79,2.854,210.8872772,6.465
5,21-05-2010,301615.49,0,75.2,2.826,211.169023,6.465
5,28-05-2010,310013.11,0,79.81,2.759,211.4507688,6.465
5,04-06-2010,337825.89,0,79.54,2.705,211.7325146,6.465
5,11-06-2010,296641.91,0,80.7,2.668,212.0142605,6.465
5,18-06-2010,313795.6,0,83.91,2.637,212.0119769,6.465
5,25-06-2010,295257.3,0,83.72,2.653,211.8960815,6.465
5,02-07-2010,305993.27,0,81.25,2.669,211.7801861,6.496
5,09-07-2010,291808.87,0,81.14,2.642,211.6642907,6.496
5,16-07-2010,280701.7,0,83.98,2.623,211.6561123,6.496
5,23-07-2010,274742.63,0,83.66,2.608,211.7915565,6.496
5,30-07-2010,268929.03,0,82.46,2.64,211.9270006,6.496
5,06-08-2010,303043.02,0,86.1,2.627,212.0624447,6.496
5,13-08-2010,286477.35,0,87.41,2.692,212.1978889,6.496
5,20-08-2010,287205.38,0,87.71,2.664,212.1608984,6.496
5,27-08-2010,288519.75,0,87.05,2.619,212.123908,6.496
5,03-09-2010,323798,0,84.06,2.577,212.0869176,6.496
5,10-09-2010,306533.08,1,79.86,2.565,212.0499271,6.496
5,17-09-2010,282558.65,0,82.28,2.582,212.0769346,6.496
5,24-09-2010,293131.58,0,78.53,2.624,212.1519404,6.496
5,01-10-2010,283178.12,0,71.1,2.603,212.2269463,6.768
5,08-10-2010,290494.85,0,64.99,2.633,212.3019522,6.768
5,15-10-2010,280681.2,0,68.11,2.72,212.3691867,6.768
5,22-10-2010,284988.27,0,70.96,2.725,212.4169928,6.768
5,29-10-2010,278031.81,0,70.58,2.716,212.464799,6.768
5,05-11-2010,325310.3,0,58.88,2.689,212.5126051,6.768
5,12-11-2010,301827.36,0,62.37,2.728,212.5604113,6.768
5,19-11-2010,297384.81,0,52.52,2.771,212.445487,6.768
5,26-11-2010,488362.61,1,66.15,2.735,212.303441,6.768
5,03-12-2010,344490.88,0,51.31,2.708,212.1613951,6.768
5,10-12-2010,352811.53,0,48.27,2.843,212.0193491,6.768
5,17-12-2010,367801.19,0,51.61,2.869,211.9580815,6.768
5,24-12-2010,466010.25,0,55.01,2.886,211.9573978,6.768
5,31-12-2010,298180.18,1,49.79,2.943,211.9567142,6.768
6,05-02-2010,1652635.1,0,40.43,2.572,212.6223518,7.259
6,12-02-2010,1606283.86,1,40.57,2.548,212.7700425,7.259
6,19-02-2010,1567138.07,0,43.58,2.514,212.8161546,7.259
6,26-02-2010,1432953.21,0,47.1,2.561,212.845337,7.259
6,05-03-2010,1601348.82,0,49.63,2.625,212.8745193,7.259
6,12-03-2010,1558621.36,0,58.82,2.667,212.9037017,7.259
6,19-03-2010,1693058.91,0,56.55,2.72,212.7351935,7.259
6,26-03-2010,1472033.38,0,53.74,2.732,212.533737,7.259
6,02-04-2010,1770333.9,0,64.94,2.719,212.3322805,7.092
6,09-04-2010,1667181.82,0,66.15,2.77,212.1308239,7.092
6,16-04-2010,1519846.36,0,65.68,2.808,211.9942765,7.092
6,23-04-2010,1540435.99,0,64.11,2.795,211.9442745,7.092
6,30-04-2010,1498080.16,0,68.91,2.78,211.8942725,7.092
6,07-05-2010,1619920.04,0,73.68,2.835,211.8442706,7.092
6,14-05-2010,1524059.4,0,74.95,2.854,211.8421769,7.092
6,21-05-2010,1531938.44,0,74.8,2.826,212.1275324,7.092
6,28-05-2010,1644470.66,0,78.89,2.759,212.412888,7.092
6,04-06-2010,1857380.09,0,79.44,2.705,212.6982436,7.092
6,11-06-2010,1685652.35,0,81.81,2.668,212.9835992,7.092
6,18-06-2010,1677248.24,0,83.89,2.637,212.9813843,7.092
6,25-06-2010,1640681.88,0,84.2,2.653,212.8641412,7.092
6,02-07-2010,1759777.25,0,80.34,2.669,212.746898,6.973
6,09-07-2010,1690317.99,0,80.93,2.642,212.6296549,6.973
6,16-07-2010,1560120.8,0,83.75,2.623,212.6212163,6.973
6,23-07-2010,1585240.92,0,83.9,2.608,212.7578505,6.973
6,30-07-2010,1532308.78,0,81.37,2.64,212.8944846,6.973
6,06-08-2010,1633241.59,0,86.61,2.627,213.0311188,6.973
6,13-08-2010,1547654.98,0,86.83,2.692,213.1677529,6.973
6,20-08-2010,1539930.5,0,87.36,2.664,213.1291427,6.973
6,27-08-2010,1450766.12,0,85.71,2.619,213.0905324,6.973
6,03-09-2010,1510925.32,0,82.15,2.577,213.0519222,6.973
6,10-09-2010,1424225.44,1,78.78,2.565,213.013312,6.973
6,17-09-2010,1308537.75,0,81.78,2.582,213.0398643,6.973
6,24-09-2010,1275591.84,0,76.49,2.624,213.1152886,6.973
6,01-10-2010,1328468.89,0,70.69,2.603,213.1907129,7.007
6,08-10-2010,1360317.9,0,65.21,2.633,213.2661373,7.007
6,15-10-2010,1344580.92,0,68.93,2.72,213.3337977,7.007
6,22-10-2010,1332716.53,0,70.97,2.725,213.3820486,7.007
6,29-10-2010,1385323.7,0,70.39,2.716,213.4302994,7.007
6,05-11-2010,1505442.15,0,59.9,2.689,213.4785503,7.007
6,12-11-2010,1495536.46,0,62.11,2.728,213.5268011,7.007
6,19-11-2010,1518841.45,0,52.99,2.771,213.4107412,7.007
6,26-11-2010,2267452.4,1,65.79,2.735,213.2672961,7.007
6,03-12-2010,1677067.24,0,52.3,2.708,213.123851,7.007
6,10-12-2010,1834737.58,0,48.46,2.843,212.9804059,7.007
6,17-12-2010,2090268.95,0,52.24,2.869,212.918049,7.007
6,24-12-2010,2727575.18,0,55.07,2.886,212.9165082,7.007
6,31-12-2010,1464050.02,1,49.14,2.943,212.9149674,7.007
7,05-02-2010,496725.44,0,10.53,2.58,189.3816974,9.014
7,12-02-2010,524104.92,1,25.9,2.572,189.4642725,9.014
7,19-02-2010,506760.54,0,27.28,2.55,189.5340998,9.014
7,26-02-2010,496083.24,0,24.91,2.586,189.6018023,9.014
7,05-03-2010,491419.55,0,35.86,2.62,189.6695049,9.014
7,12-03-2010,480452.1,0,27.25,2.684,189.7372075,9.014
7,19-03-2010,574450.23,0,29.04,2.692,189.734262,9.014
7,26-03-2010,514731.6,0,23.33,2.717,189.7195417,9.014
7,02-04-2010,561145.14,0,38.26,2.725,189.7048215,8.963
7,09-04-2010,484263.25,0,33.79,2.75,189.6901012,8.963
7,16-04-2010,406228.19,0,41.89,2.765,189.6628845,8.963
7,23-04-2010,404751.25,0,43.07,2.776,189.6190057,8.963
7,30-04-2010,373655.61,0,38.99,2.766,189.575127,8.963
7,07-05-2010,395453.83,0,40.07,2.771,189.5312483,8.963
7,14-05-2010,372673.61,0,41.41,2.788,189.4904116,8.963
7,21-05-2010,395195.65,0,46.6,2.776,189.467827,8.963
7,28-05-2010,442734.55,0,54.24,2.737,189.4452425,8.963
7,04-06-2010,509183.22,0,53.63,2.7,189.422658,8.963
7,11-06-2010,498580.87,0,63.59,2.684,189.4000734,8.963
7,18-06-2010,481144.09,0,52.7,2.674,189.4185259,8.963
7,25-06-2010,553714.87,0,59.94,2.715,189.4533931,8.963
7,02-07-2010,575570.77,0,61.31,2.728,189.4882603,9.017
7,09-07-2010,593462.34,0,58,2.711,189.5231276,9.017
7,16-07-2010,557166.35,0,62.19,2.699,189.6125456,9.017
7,23-07-2010,570231.21,0,64.64,2.691,189.774698,9.017
7,30-07-2010,603547.16,0,66.07,2.69,189.9368504,9.017
7,06-08-2010,643854.17,0,61.7,2.69,190.0990028,9.017
7,13-08-2010,598185.4,0,60.13,2.723,190.2611552,9.017
7,20-08-2010,582353.17,0,59.59,2.732,190.2948237,9.017
7,27-08-2010,554309.24,0,57.57,2.731,190.3284922,9.017
7,03-09-2010,532765.05,0,49.84,2.773,190.3621607,9.017
7,10-09-2010,535769.32,1,48.5,2.78,190.3958293,9.017
7,17-09-2010,489408.53,0,48.56,2.8,190.4688287,9.017
7,24-09-2010,488008.83,0,47.55,2.793,190.5713264,9.017
7,01-10-2010,448998.73,0,49.99,2.759,190.6738241,9.137
7,08-10-2010,480239.88,0,44.13,2.745,190.7763218,9.137
7,15-10-2010,463370.48,0,35.86,2.762,190.8623087,9.137
7,22-10-2010,472450.81,0,36.84,2.762,190.9070184,9.137
7,29-10-2010,465493.15,0,34.78,2.748,190.951728,9.137
7,05-11-2010,480512.44,0,49.44,2.729,190.9964377,9.137
7,12-11-2010,507584.29,0,22.12,2.737,191.0411474,9.137
7,19-11-2010,482528.36,0,25.56,2.758,191.0312172,9.137
7,26-11-2010,835189.26,1,17.95,2.742,191.0121805,9.137
7,03-12-2010,552811.62,0,21.88,2.712,190.9931437,9.137
7,10-12-2010,599730.07,0,24.24,2.728,190.9741069,9.137
7,17-12-2010,716388.81,0,20.74,2.778,191.0303376,9.137
7,24-12-2010,1045124.88,0,26.04,2.781,191.1430189,9.137
7,31-12-2010,729572.08,1,13.76,2.829,191.2557002,9.137
8,05-02-2010,1004137.09,0,34.14,2.572,214.4714512,6.299
8,12-02-2010,994801.4,1,33.34,2.548,214.6214189,6.299
8,19-02-2010,963960.37,0,39.1,2.514,214.6664878,6.299
8,26-02-2010,847592.11,0,37.91,2.561,214.6940735,6.299
8,05-03-2010,881503.95,0,45.64,2.625,214.7216592,6.299
8,12-03-2010,860336.16,0,49.76,2.667,214.7492449,6.299
8,19-03-2010,839911,0,47.26,2.72,214.5764954,6.299
8,26-03-2010,772539.12,0,46.51,2.732,214.3703567,6.299
8,02-04-2010,914500.91,0,60.18,2.719,214.164218,6.29
8,09-04-2010,916033.92,0,59.25,2.77,213.9580793,6.29
8,16-04-2010,882917.12,0,62.66,2.808,213.8186357,6.29
8,23-04-2010,850440.26,0,56.1,2.795,213.768119,6.29
8,30-04-2010,778672.64,0,61.01,2.78,213.7176024,6.29
8,07-05-2010,916820.96,0,62.68,2.835,213.6670857,6.29
8,14-05-2010,873337.84,0,61.35,2.854,213.6655355,6.29
8,21-05-2010,818333.21,0,66.03,2.826,213.9577839,6.29
8,28-05-2010,868041.56,0,74.71,2.759,214.2500323,6.29
8,04-06-2010,958225.41,0,75.71,2.705,214.5422806,6.29
8,11-06-2010,914835.86,0,82.21,2.668,214.834529,6.29
8,18-06-2010,869922.56,0,78.79,2.637,214.8324452,6.29
8,25-06-2010,814919.11,0,81.78,2.653,214.7126286,6.29
8,02-07-2010,852333.75,0,74.78,2.669,214.5928119,6.315
8,09-07-2010,845289.77,0,72.49,2.642,214.4729952,6.315
8,16-07-2010,848630.57,0,77.49,2.623,214.4640599,6.315
8,23-07-2010,785515.88,0,78.29,2.608,214.6029664,6.315
8,30-07-2010,787295.09,0,76.02,2.64,214.7418728,6.315
8,06-08-2010,893399.77,0,80.37,2.627,214.8807793,6.315
8,13-08-2010,867919.21,0,80.11,2.692,215.0196857,6.315
8,20-08-2010,870676.44,0,79.36,2.664,214.9779825,6.315
8,27-08-2010,888816.78,0,74.92,2.619,214.9362793,6.315
8,03-09-2010,899036.47,0,76.14,2.577,214.894576,6.315
8,10-09-2010,831425.2,1,74.34,2.565,214.8528728,6.315
8,17-09-2010,836707.85,0,75.32,2.582,214.8785562,6.315
8,24-09-2010,773725.08,0,72.21,2.624,214.9547795,6.315
8,01-10-2010,804105.49,0,68.7,2.603,215.0310029,6.433
8,08-10-2010,870349.86,0,62.94,2.633,215.1072262,6.433
8,15-10-2010,826546.96,0,62.59,2.72,215.1757,6.433
8,22-10-2010,836419.14,0,62.86,2.725,215.2248,6.433
8,29-10-2010,830756.76,0,57.93,2.716,215.2739,6.433
8,05-11-2010,927266.34,0,55.76,2.689,215.323,6.433
8,12-11-2010,911538.98,0,54.89,2.728,215.3721,6.433
8,19-11-2010,885608.04,0,43.86,2.771,215.2538714,6.433
8,26-11-2010,1261693.16,1,51.07,2.735,215.1077548,6.433
8,03-12-2010,952766.93,0,42.85,2.708,214.9616381,6.433
8,10-12-2010,1069061.63,0,42.47,2.843,214.8155214,6.433
8,17-12-2010,1220579.55,0,45.03,2.869,214.7510843,6.433
8,24-12-2010,1511641.09,0,45.67,2.886,214.7479069,6.433
8,31-12-2010,773586.49,1,41.47,2.943,214.7447295,6.433
9,05-02-2010,549505.55,0,38.01,2.572,214.6554591,6.415
9,12-02-2010,552677.48,1,37.08,2.548,214.8056534,6.415
9,19-02-2010,511327.9,0,43.06,2.514,214.8506185,6.415
9,26-02-2010,473773.27,0,43.83,2.561,214.8780453,6.415
9,05-03-2010,507297.88,0,48.43,2.625,214.9054721,6.415
9,12-03-2010,494145.8,0,55.76,2.667,214.932899,6.415
9,19-03-2010,485744.61,0,53.15,2.72,214.7597274,6.415
9,26-03-2010,484946.56,0,51.8,2.732,214.5531227,6.415
9,02-04-2010,545206.32,0,65.21,2.719,214.3465181,6.384
9,09-04-2010,529384.31,0,64.95,2.77,214.1399135,6.384
9,16-04-2010,485764.32,0,66.09,2.808,214.0001817,6.384
9,23-04-2010,488683.57,0,61.26,2.795,213.9496138,6.384
9,30-04-2010,491723.42,0,66.07,2.78,213.8990459,6.384
9,07-05-2010,526128.61,0,68.58,2.835,213.848478,6.384
9,14-05-2010,492792.8,0,70.53,2.854,213.8469819,6.384
9,21-05-2010,506274.94,0,71.5,2.826,214.1399162,6.384
9,28-05-2010,558143.53,0,77.12,2.759,214.4328505,6.384
9,04-06-2010,586061.46,0,79.65,2.705,214.7257848,6.384
9,11-06-2010,522715.68,0,83.75,2.668,215.0187191,6.384
9,18-06-2010,513073.87,0,82.99,2.637,215.0166484,6.384
9,25-06-2010,509263.28,0,85.02,2.653,214.8965756,6.384
